rank,animal,crowd_score,normalized,rescaled,category
1122,Red River Hog,0.781500,7.6473,7.6473,non-mesozoic
1123,East European Shepherds (2),0.780045,7.6331,7.6331,non-mesozoic
1124,Golden-ringed Dragonfly,0.776081,7.5943,7.5943,non-mesozoic
1125,Lowland Anoa,0.767764,7.5129,7.5129,non-mesozoic
1126,Asiatic Cheetah (coalition of 3 - 4),0.767104,7.5064,7.5064,non-mesozoic
1127,Sea Gooseberry,0.763835,7.4745,7.4745,non-mesozoic
1128,Balearic Islands Cave Goat,0.743217,7.2727,7.2727,non-mesozoic
1129,Black Rat (male),0.743217,7.2727,7.2727,non-mesozoic
1130,Eastern Grey Squirrel,0.743217,7.2727,7.2727,non-mesozoic
1131,Emerald Cuckoo Wasp,0.743217,7.2727,7.2727,non-mesozoic
1132,Hall's New Guinea Crocodile,0.743217,7.2727,7.2727,non-mesozoic
1133,Rosecone Cuttlefish,0.743217,7.2727,7.2727,non-mesozoic
1134,Texas Horned Lizard,0.743217,7.2727,7.2727,non-mesozoic
1135,Grey Shrikethrush (mated pair),0.743217,7.2727,7.2727,non-mesozoic
1136,Mukupirna nambensis,0.743217,7.2727,7.2727,non-mesozoic
1137,Brown Hyena,0.742924,7.2698,7.2698,non-mesozoic
1138,Goliath Tigerfish,0.741639,7.2573,7.2573,non-mesozoic
1139,Four-toed Hedgehog,0.741282,7.2538,7.2538,non-mesozoic
1140,Jack Jumper Ant,0.741282,7.2538,7.2538,non-mesozoic
1141,Predaceous Diving Beetle,0.741282,7.2538,7.2538,non-mesozoic
1142,Hyracotherium leporinum,0.741282,7.2538,7.2538,non-mesozoic
1143,Hyaenodon horridus,0.740615,7.2472,7.2472,non-mesozoic
1144,Giant Otter (Boar),0.740304,7.2442,7.2442,non-mesozoic
1145,Broad-snouted Caiman,0.740304,7.2442,7.2442,non-mesozoic
1146,Tasmanian Giant Crab (male),0.740304,7.2442,7.2442,non-mesozoic
1147,Giant Black Camel Spider,0.740110,7.2423,7.2423,non-mesozoic
1148,Dinopithecus ingens (troop of 3),0.739060,7.2320,7.2320,non-mesozoic
1149,Little Fire Ants (2 - 3),0.738564,7.2272,7.2272,non-mesozoic
1150,Red Imported Fire Ant,0.733335,7.1760,7.1760,non-mesozoic
1151,African Leopard (Congo),0.722885,7.0737,7.0737,non-mesozoic
1152,Northwestern Wolf,0.716571,7.0120,7.0120,non-mesozoic
1153,Patriofelis ferox,0.716409,7.0104,7.0104,non-mesozoic
1154,Rhodesian Ridgebacks (2),0.708516,6.9331,6.9331,non-mesozoic
1155,Boston Terrier,0.708288,6.9309,6.9309,non-mesozoic
1156,Sun Bear (boar),0.707119,6.9195,6.9195,non-mesozoic
1157,Yacare Caiman,0.704474,6.8936,6.8936,non-mesozoic
1158,Brown Fur Seal,0.700168,6.8514,6.8514,non-mesozoic
1159,Borophagus parvus,0.697476,6.8251,6.8251,non-mesozoic
1160,Marimbondo-tatu,0.692114,6.7726,6.7726,non-mesozoic
1161,Western Black Widow Spider,0.692114,6.7726,6.7726,non-mesozoic
1162,Basilosaurus isus,0.691031,6.7620,6.7620,non-mesozoic
1163,Common Garter Snake,0.691031,6.7620,6.7620,non-mesozoic
1164,Rottweilers (2),0.690403,6.7559,6.7559,non-mesozoic
1165,Dingo (pack of 3/4),0.689785,6.7498,6.7498,non-mesozoic
1166,Arabian Leopard,0.686975,6.7223,6.7223,non-mesozoic
1167,Ganges Shark,0.685789,6.7107,6.7107,non-mesozoic
1168,Grey Wolf,0.679730,6.6515,6.6515,non-mesozoic
1169,Bighorn Sheep,0.676552,6.6204,6.6204,non-mesozoic
1170,Eurasian (European) Beaver,0.675338,6.6085,6.6085,non-mesozoic
1171,Grivet,0.675338,6.6085,6.6085,non-mesozoic
1172,House Centipede,0.675338,6.6085,6.6085,non-mesozoic
1173,Dromedary (Arabian) Camel (cow),0.675338,6.6085,6.6085,non-mesozoic
1174,Giant Northern Termite,0.675338,6.6085,6.6085,non-mesozoic
1175,Stygian Robber,0.675338,6.6085,6.6085,non-mesozoic
1176,East Timor Giant Rat,0.674305,6.5984,6.5984,non-mesozoic
1177,American Black Bear (sow from Montana),0.673874,6.5941,6.5941,non-mesozoic
1178,Mainland Serow,0.671521,6.5711,6.5711,non-mesozoic
1179,Great Grey (Northern) Shrike,0.667570,6.5325,6.5325,non-mesozoic
1180,East Indian Harvesting Ants (2),0.666698,6.5239,6.5239,non-mesozoic
1181,Texas Longhorn,0.660913,6.4673,6.4673,non-mesozoic
1182,Common Thresher Shark,0.660647,6.4647,6.4647,non-mesozoic
1183,Western Gorilla (female),0.660125,6.4596,6.4596,non-mesozoic
1184,Northern Fur Seal,0.657638,6.4353,6.4353,non-mesozoic
1185,Pampas Fox,0.655630,6.4156,6.4156,non-mesozoic
1186,Cape Leopard,0.644895,6.3106,6.3106,non-mesozoic
1187,Australian Giant Cuttlefish,0.642133,6.2835,6.2835,non-mesozoic
1188,Numbat,0.642133,6.2835,6.2835,non-mesozoic
1189,Saga pedo,0.642133,6.2835,6.2835,non-mesozoic
1190,Baird's Beaked Whale,0.641593,6.2783,6.2783,non-mesozoic
1191,Alpine Mastiff,0.641021,6.2727,6.2727,non-mesozoic
1192,South Island Giant Moa,0.635341,6.2171,6.2171,non-mesozoic
1193,West Caucasian Tur,0.631898,6.1834,6.1834,non-mesozoic
1194,Greater Blue-ringed Octopus,0.622731,6.0937,6.0937,non-mesozoic
1195,Himalayan Wolf,0.622483,6.0913,6.0913,non-mesozoic
1196,South American (Brazilian) Tapir,0.620229,6.0692,6.0692,non-mesozoic
1197,Honey Badger (male),0.619957,6.0665,6.0665,non-mesozoic
1198,Asiatic Cheetah,0.619824,6.0652,6.0652,non-mesozoic
1199,African Leopardess,0.616400,6.0317,6.0317,non-mesozoic
1200,Wakaleo vanderleuri,0.616323,6.0310,6.0310,non-mesozoic
1201,Barbary Sheep,0.612600,5.9946,5.9946,non-mesozoic
1202,Common Tern,0.612600,5.9946,5.9946,non-mesozoic
1203,Megacephala virginica,0.612600,5.9946,5.9946,non-mesozoic
1204,Common Buzzard,0.612600,5.9946,5.9946,non-mesozoic
1205,Domestic Yak,0.612600,5.9946,5.9946,non-mesozoic
1206,Horse-leech,0.612600,5.9946,5.9946,non-mesozoic
1207,Kaluga Sturgeon,0.612600,5.9946,5.9946,non-mesozoic
1208,Mombasa Golden Starburst Tarantula,0.612600,5.9946,5.9946,non-mesozoic
1209,Painted Coral Snake,0.612600,5.9946,5.9946,non-mesozoic
1210,Greater Arid-land Katydid,0.610423,5.9733,5.9733,non-mesozoic
1211,Cimarrón Uruguayo (2),0.609690,5.9661,5.9661,non-mesozoic
1212,Chain Pickerel,0.602059,5.8914,5.8914,non-mesozoic
1213,Bush Dog (pack of 4),0.599934,5.8706,5.8706,non-mesozoic
1214,Anatolian Shepherd Dog,0.596375,5.8358,5.8358,non-mesozoic
1215,House Sparrow,0.593371,5.8064,5.8064,non-mesozoic
1216,Pasimachus depressus,0.586077,5.7350,5.7350,non-mesozoic
1217,Dwarf Crocodile,0.585603,5.7304,5.7304,non-mesozoic
1218,Burmese Python,0.584913,5.7236,5.7236,non-mesozoic
1219,Sun Bear (sow),0.577306,5.6492,5.6492,non-mesozoic
1220,Brown Hyena (male),0.577255,5.6487,5.6487,non-mesozoic
1221,Dingo (pack of 2/3),0.574559,5.6223,5.6223,non-mesozoic
1222,Chacma Baboon (troop of 2),0.574030,5.6171,5.6171,non-mesozoic
1223,American Robin,0.568821,5.5662,5.5662,non-mesozoic
1224,Olive Baboon (troop of 4),0.568101,5.5591,5.5591,non-mesozoic
1225,Synthetoceras tricornatus,0.563724,5.5163,5.5163,non-mesozoic
1226,Northern Boa,0.561752,5.4970,5.4970,non-mesozoic
1227,White-tailed Deer,0.559046,5.4705,5.4705,non-mesozoic
1228,Malayan Tapir,0.556926,5.4498,5.4498,non-mesozoic
1229,Bushpig,0.555313,5.4340,5.4340,non-mesozoic
1230,Indian Pangolin,0.552846,5.4098,5.4098,non-mesozoic
1231,Spectacled (Common) Caiman,0.550496,5.3868,5.3868,non-mesozoic
1232,Northern Quoll,0.548420,5.3665,5.3665,non-mesozoic
1233,Electric Eel,0.539763,5.2818,5.2818,non-mesozoic
1234,Spotted Hyena (large female),0.539670,5.2809,5.2809,non-mesozoic
1235,Reindeer (Caribou),0.539066,5.2750,5.2750,non-mesozoic
1236,Cape Leopardess,0.534376,5.2291,5.2291,non-mesozoic
1237,Archaic Human,0.531906,5.2049,5.2049,non-mesozoic
1238,American Hog-nosed Skunk,0.531234,5.1984,5.1984,non-mesozoic
1239,Punganur Dwarf Cattle (Bull),0.531234,5.1984,5.1984,non-mesozoic
1240,Wallago Catfish,0.531234,5.1984,5.1984,non-mesozoic
1241,Beroid Comb Jelly,0.531234,5.1984,5.1984,non-mesozoic
1242,Chinese Goral,0.531234,5.1984,5.1984,non-mesozoic
1243,Giant Water Bug,0.531234,5.1984,5.1984,non-mesozoic
1244,Morning Sun Star,0.531234,5.1984,5.1984,non-mesozoic
1245,Red-headed Mouse Spider,0.531234,5.1984,5.1984,non-mesozoic
1246,Woodlouse Spider,0.531234,5.1984,5.1984,non-mesozoic
1247,Clouded Leopardess,0.531214,5.1982,5.1982,non-mesozoic
1248,Saint Bernard,0.530372,5.1899,5.1899,non-mesozoic
1249,Fisher (male),0.528994,5.1764,5.1764,non-mesozoic
1250,Neanderthal,0.528286,5.1695,5.1695,non-mesozoic
1251,Mountain Goat,0.528195,5.1686,5.1686,non-mesozoic
1252,Siberian Husky (3),0.524612,5.1336,5.1336,non-mesozoic
1253,Striped Hyena,0.521697,5.1050,5.1050,non-mesozoic
1254,Psittacosaurus lujiatunensis,0.040425,0.3956,5.0375,dinosaur
1255,East African Wild Dog,0.514617,5.0357,5.0357,non-mesozoic
1256,Caracal (female),0.514207,5.0317,5.0317,non-mesozoic
1257,Homo floresiensis (armed with a spear),0.512185,5.0120,5.0120,non-mesozoic
1258,Olive Baboon (troop of 6),0.500565,4.8982,4.8982,non-mesozoic
1259,Dimetrodon angelensis,0.495853,4.8521,4.8521,non-mesozoic
1260,Orca,0.495853,4.8521,4.8521,non-mesozoic
1261,Baird's Tapir,0.493757,4.8316,4.8316,non-mesozoic
1262,Dusky Dolphin,0.491502,4.8096,4.8096,non-mesozoic
1263,Giant Otter Romp (4),0.485369,4.7495,4.7495,non-mesozoic
1264,Jagdterriers (pack of 2),0.485200,4.7479,4.7479,non-mesozoic
1265,Arctic Wolf,0.485198,4.7479,4.7479,non-mesozoic
1266,Dutch Shepherd (pack of 3),0.482415,4.7206,4.7206,non-mesozoic
1267,Swamp Darner,0.482283,4.7193,4.7193,non-mesozoic
1268,Northwestern She-wolf,0.481167,4.7084,4.7084,non-mesozoic
1269,West Indian Ocean Coelacanth,0.481167,4.7084,4.7084,non-mesozoic
1270,Flat Needlefish,0.481167,4.7084,4.7084,non-mesozoic
1271,Western Jackdaw,0.481167,4.7084,4.7084,non-mesozoic
1272,American Feral Pig,0.481119,4.7080,4.7080,non-mesozoic
1273,English Mastiff,0.480916,4.7060,4.7060,non-mesozoic
1274,Spatterdock Darner,0.480162,4.6986,4.6986,non-mesozoic
1275,Northern Elephant Seal (Bull),0.477875,4.6762,4.6762,non-mesozoic
1276,Giant Pangolin,0.477416,4.6717,4.6717,non-mesozoic
1277,German Shepherds (2),0.472458,4.6232,4.6232,non-mesozoic
1278,Bornean Orangutan,0.470048,4.5996,4.5996,non-mesozoic
1279,Jaekelopterus rhenaniae,0.465057,4.5508,4.5508,non-mesozoic
1280,Yellow Anaconda,0.463779,4.5383,4.5383,non-mesozoic
1281,Pleistocene Coyote,0.463660,4.5371,4.5371,non-mesozoic
1282,Woodward's Eagle,0.461434,4.5153,4.5153,non-mesozoic
1283,Bush Dog (pack of 6/7),0.459832,4.4997,4.4997,non-mesozoic
1284,Sphenacodon ferox,0.459459,4.4960,4.4960,non-mesozoic
1285,Tayras (5),0.457565,4.4775,4.4775,non-mesozoic
1286,American Akitas (2),0.456522,4.4673,4.4673,non-mesozoic
1287,Snowshoe Hare,0.452834,4.4312,4.4312,non-mesozoic
1288,Giant Anteater,0.452273,4.4257,4.4257,non-mesozoic
1289,Anachlysictis gracilis,0.441158,4.3169,4.3169,non-mesozoic
1290,Clouded Leopard (male),0.434483,4.2516,4.2516,non-mesozoic
1291,Bullmastiff,0.433723,4.2442,4.2442,non-mesozoic
1292,Bully Kutta,0.430385,4.2115,4.2115,non-mesozoic
1293,Bed Bug,0.429554,4.2034,4.2034,non-mesozoic
1294,Blue Whale Catfish,0.429554,4.2034,4.2034,non-mesozoic
1295,La Plata Dolphin (pod of 3),0.429554,4.2034,4.2034,non-mesozoic
1296,Red Paper Wasp,0.429554,4.2034,4.2034,non-mesozoic
1297,Steppe Wolf,0.421348,4.1231,4.1231,non-mesozoic
1298,Bush Dog (pack of 7),0.419707,4.1070,4.1070,non-mesozoic
1299,Human (male),0.418169,4.0920,4.0920,non-mesozoic
1300,Arapaima (Pirarucu),0.416738,4.0780,4.0780,non-mesozoic
1301,Dinopithecus ingens,0.414935,4.0603,4.0603,non-mesozoic
1302,Coastal Carpet Python,0.414083,4.0520,4.0520,non-mesozoic
1303,Borophagus diversidens,0.413998,4.0511,4.0511,non-mesozoic
1304,African Wild Dog (pack of 7),0.412837,4.0398,4.0398,non-mesozoic
1305,Central Asian Shepherd Dog (Alabai),0.412410,4.0356,4.0356,non-mesozoic
1306,Central European Boar,0.410801,4.0199,4.0199,non-mesozoic
1307,Rocky Mountain Bighorn Sheep,0.410322,4.0152,4.0152,non-mesozoic
1308,Saint Bernards (2),0.409410,4.0063,4.0063,non-mesozoic
1309,Gastornis parisiensis,0.409152,4.0037,4.0037,non-mesozoic
1310,Sea Otter (Romp of 2),0.409152,4.0037,4.0037,non-mesozoic
1311,Asiatic Golden Cat,0.405728,3.9702,3.9702,non-mesozoic
1312,Indian Python,0.404860,3.9617,3.9617,non-mesozoic
1313,Coelophysis bauri,0.031354,0.3068,3.9071,dinosaur
1314,Ostrich,0.397571,3.8904,3.8904,non-mesozoic
1315,Eastern Coyote (Coywolf),0.396890,3.8837,3.8837,non-mesozoic
1316,Brown hyena,0.396080,3.8758,3.8758,non-mesozoic
1317,Blacktip Shark,0.395824,3.8733,3.8733,non-mesozoic
1318,Dhole (Pack of 2),0.385709,3.7743,3.7743,non-mesozoic
1319,Lystrosaurus maccaigi,0.383218,3.7500,3.7500,non-mesozoic
1320,Mexican Wolf (pack of 2),0.382685,3.7447,3.7447,non-mesozoic
1321,Dogo Argentino,0.375462,3.6741,3.6741,non-mesozoic
1322,Giant Armadillo,0.375194,3.6714,3.6714,non-mesozoic
1323,Alano Español,0.373156,3.6515,3.6515,non-mesozoic
1324,Neanderthal (pack of 4),0.372390,3.6440,3.6440,non-mesozoic
1325,Human,0.372323,3.6433,3.6433,non-mesozoic
1326,Obdurodon tharalkooschild,0.368247,3.6035,3.6035,non-mesozoic
1327,Bush Dog (pack of 5),0.363624,3.5582,3.5582,non-mesozoic
1328,Egyptian Mongoose,0.355773,3.4814,3.4814,non-mesozoic
1329,Key Deer (Doe),0.355374,3.4775,3.4775,non-mesozoic
1330,Human (strong male),0.354679,3.4707,3.4707,non-mesozoic
1331,Alligator Gar,0.349464,3.4197,3.4197,non-mesozoic
1332,Marsh Deer,0.349198,3.4171,3.4171,non-mesozoic
1333,Coyote (pack of 2),0.348533,3.4105,3.4105,non-mesozoic
1334,Karelian Bear Dogs (3),0.341915,3.3458,3.3458,non-mesozoic
1335,Collared Peccary (Javelina) (pack of 2),0.340099,3.3280,3.3280,non-mesozoic
1336,Eurasian Lynx (female),0.339496,3.3221,3.3221,non-mesozoic
1337,Olive Python,0.338991,3.3172,3.3172,non-mesozoic
1338,Kalahari Cheetah,0.338790,3.3152,3.3152,non-mesozoic
1339,Caucasian Shepherd Dog,0.337266,3.3003,3.3003,non-mesozoic
1340,Ankole-Watusi,0.336839,3.2961,3.2961,non-mesozoic
1341,Bonelli's Eagle (female),0.335485,3.2829,3.2829,non-mesozoic
1342,Pteranodon longiceps,0.093924,0.9191,3.2798,mesozoic-other
1343,Yacare Caiman (on land),0.334573,3.2739,3.2739,non-mesozoic
1344,Burr Lee Bullstag,0.333453,3.2630,3.2630,non-mesozoic
1345,Armbruster's Wolf,0.332371,3.2524,3.2524,non-mesozoic
1346,Great Danes (2),0.331850,3.2473,3.2473,non-mesozoic
1347,Scalloped Hammerhead,0.331575,3.2446,3.2446,non-mesozoic
1348,Chinese Alligator,0.331151,3.2405,3.2405,non-mesozoic
1349,Seawolf (Atlantic Wolffish),0.328064,3.2102,3.2102,non-mesozoic
1350,Steller's Sea Cow,0.327276,3.2025,3.2025,non-mesozoic
1351,Dinictis felina,0.327258,3.2024,3.2024,non-mesozoic
1352,Spiny-tailed Monitor,0.326871,3.1986,3.1986,non-mesozoic
1353,Bigclaw Snapping Shrimp,0.326771,3.1976,3.1976,non-mesozoic
1354,Linheraptor exquisitus,0.025439,0.2489,3.1700,dinosaur
1355,Eastern Wolf,0.321428,3.1453,3.1453,non-mesozoic
1356,Swinford Bandog,0.320494,3.1362,3.1362,non-mesozoic
1357,Andalgalornis steulleti,0.320487,3.1361,3.1361,non-mesozoic
1358,Giant Otter,0.320087,3.1322,3.1322,non-mesozoic
1359,Lesser Kudu,0.319386,3.1253,3.1253,non-mesozoic
1360,Tosa Inu,0.317099,3.1030,3.1030,non-mesozoic
1361,Haast's Eagle,0.314529,3.0778,3.0778,non-mesozoic
1362,Andean Condors (2),0.313556,3.0683,3.0683,non-mesozoic
1363,Neapolitan Mastiff,0.307705,3.0110,3.0110,non-mesozoic
1364,Alligator Snapping Turtle,0.303927,2.9741,2.9741,non-mesozoic
1365,Sunda Clouded Leopard,0.303888,2.9737,2.9737,non-mesozoic
1366,Dhole (female),0.300016,2.9358,2.9358,non-mesozoic
1367,Great Blue Skimmer,0.299076,2.9266,2.9266,non-mesozoic
1368,Rottweiler,0.298180,2.9178,2.9178,non-mesozoic
1369,European Rabbit,0.297657,2.9127,2.9127,non-mesozoic
1370,Mexican Wolf,0.297540,2.9116,2.9116,non-mesozoic
1371,Staffordshire Bull Terriers (3),0.294820,2.8849,2.8849,non-mesozoic
1372,Proterogyrinus scheeleri,0.294015,2.8771,2.8771,non-mesozoic
1373,Cane (Giant) Toad,0.293911,2.8760,2.8760,non-mesozoic
1374,Šarplaninac,0.292281,2.8601,2.8601,non-mesozoic
1375,Archaeoindris fontoynonti,0.291892,2.8563,2.8563,non-mesozoic
1376,Mountain Bluebird,0.291701,2.8544,2.8544,non-mesozoic
1377,Sea Otter,0.291631,2.8537,2.8537,non-mesozoic
1378,Aardvark,0.291441,2.8519,2.8519,non-mesozoic
1379,Vechur Cattle,0.290077,2.8385,2.8385,non-mesozoic
1380,Bush Dogs (pack 4/5),0.288891,2.8269,2.8269,non-mesozoic
1381,American Bulldog,0.287721,2.8155,2.8155,non-mesozoic
1382,Theriodictis platensis,0.287556,2.8139,2.8139,non-mesozoic
1383,Cheetah,0.286439,2.8029,2.8029,non-mesozoic
1384,Red Kangaroo,0.285898,2.7976,2.7976,non-mesozoic
1385,White-headed Vultures (3),0.285176,2.7906,2.7906,non-mesozoic
1386,Bili Ape,0.284076,2.7798,2.7798,non-mesozoic
1387,American Pit Bull Terriers (3),0.282779,2.7671,2.7671,non-mesozoic
1388,Tibetan Mastiff,0.281624,2.7558,2.7558,non-mesozoic
1389,New Guinea Singing Dog,0.279774,2.7377,2.7377,non-mesozoic
1390,Boa Constrictor,0.278144,2.7218,2.7218,non-mesozoic
1391,Homo erectus,0.270869,2.6506,2.6506,non-mesozoic
1392,Ekorus ekakeran,0.268390,2.6263,2.6263,non-mesozoic
1393,Ethiopian Wolf (Simian jackal) (pack of 2),0.265801,2.6010,2.6010,non-mesozoic
1394,Kalahari Cheetah (female),0.263551,2.5790,2.5790,non-mesozoic
1395,Giant Otter Romp (2),0.262753,2.5712,2.5712,non-mesozoic
1396,Fila Brasileiro,0.260811,2.5521,2.5521,non-mesozoic
1397,Guanaco,0.256537,2.5103,2.5103,non-mesozoic
1398,Clouded Leopard,0.256348,2.5085,2.5085,non-mesozoic
1399,Brazilian Whiteknee Tarantula,0.255880,2.5039,2.5039,non-mesozoic
1400,Bloodhound,0.255536,2.5005,2.5005,non-mesozoic
1401,Pakicetus inachus,0.253502,2.4806,2.4806,non-mesozoic
1402,Olive Baboon (troop of 2),0.253391,2.4795,2.4795,non-mesozoic
1403,Wolverine,0.252653,2.4723,2.4723,non-mesozoic
1404,Dhole (pack of 2),0.252217,2.4681,2.4681,non-mesozoic
1405,Capybara,0.247363,2.4206,2.4206,non-mesozoic
1406,Cane Corso,0.245526,2.4026,2.4026,non-mesozoic
1407,Lappet-faced Vultures (venue of 3),0.240544,2.3538,2.3538,non-mesozoic
1408,Pyrenean Mountain Dog,0.240507,2.3535,2.3535,non-mesozoic
1409,Mandrill,0.234128,2.2910,2.2910,non-mesozoic
1410,Wakaleo schouteni,0.233857,2.2884,2.2884,non-mesozoic
1411,Jagdterriers (pack of3/4),0.231605,2.2664,2.2664,non-mesozoic
1412,Giant Teratorn,0.230261,2.2532,2.2532,non-mesozoic
1413,Northern River Shark,0.229633,2.2471,2.2471,non-mesozoic
1414,Mackenzie Valley Wolf,0.228807,2.2390,2.2390,non-mesozoic
1415,Harpy Eagle (pair),0.228615,2.2371,2.2371,non-mesozoic
1416,Hapalops spp.,0.227941,2.2305,2.2305,non-mesozoic
1417,North American Beaver,0.225995,2.2115,2.2115,non-mesozoic
1418,Grey Wolf (female),0.225940,2.2109,2.2109,non-mesozoic
1419,Common Chimpanzee,0.225084,2.2025,2.2025,non-mesozoic
1420,Ornitholestes hermanni,0.017434,0.1706,2.1725,dinosaur
1421,Warthog (Boar),0.221432,2.1668,2.1668,non-mesozoic
1422,Patterdale Terriers (2),0.219679,2.1497,2.1497,non-mesozoic
1423,Northwestern Wolf (female),0.217023,2.1237,2.1237,non-mesozoic
1424,Asian Straight-tusked Elephant (herd of 3),0.216131,2.1149,2.1149,non-mesozoic
1425,Blacknose Shark,0.214483,2.0988,2.0988,non-mesozoic
1426,Rosy Wolfsnail,0.212710,2.0815,2.0815,non-mesozoic
1427,German Cockroach,0.211458,2.0692,2.0692,non-mesozoic
1428,Kangal,0.210881,2.0636,2.0636,non-mesozoic
1429,Spectacled Caiman,0.209115,2.0463,2.0463,non-mesozoic
1430,Australian Kelpie,0.203672,1.9930,1.9930,non-mesozoic
1431,Blue Land Crab,0.202813,1.9846,1.9846,non-mesozoic
1432,Egyptian Wolf,0.202683,1.9833,1.9833,non-mesozoic
1433,Red-tailed Boa,0.199925,1.9564,1.9564,non-mesozoic
1434,Southern Cassowary,0.196314,1.9210,1.9210,non-mesozoic
1435,Hokkaido Inu,0.196192,1.9198,1.9198,non-mesozoic
1436,African Crested Porcupine,0.196057,1.9185,1.9185,non-mesozoic
1437,Yamaceratops dorngobiensis,0.015300,0.1497,1.9066,dinosaur
1438,Arabian Wolf,0.193349,1.8920,1.8920,non-mesozoic
1439,Transmontano Mastiff,0.193270,1.8912,1.8912,non-mesozoic
1440,Neotropical Otter,0.192579,1.8845,1.8845,non-mesozoic
1441,Eastern Wolf (pack of 2),0.191679,1.8757,1.8757,non-mesozoic
1442,Eurasian Lynx,0.189642,1.8557,1.8557,non-mesozoic
1443,Paranthropus robustus,0.188187,1.8415,1.8415,non-mesozoic
1444,Asian (Sand) Badger,0.187176,1.8316,1.8316,non-mesozoic
1445,Presa Canario,0.187073,1.8306,1.8306,non-mesozoic
1446,Wahoo,0.184546,1.8059,1.8059,non-mesozoic
1447,Northern Coyote,0.184238,1.8028,1.8028,non-mesozoic
1448,Indonesian Wild Boar,0.184036,1.8009,1.8009,non-mesozoic
1449,Czechoslovakian Wolfdog,0.183853,1.7991,1.7991,non-mesozoic
1450,Chacoan Peccary,0.180853,1.7697,1.7697,non-mesozoic
1451,Grey Reef Shark,0.180303,1.7643,1.7643,non-mesozoic
1452,North Sulawesi Babirusa,0.180014,1.7615,1.7615,non-mesozoic
1453,Australian Blacktip Shark,0.179246,1.7540,1.7540,non-mesozoic
1454,Giant Fossa,0.179000,1.7516,1.7516,non-mesozoic
1455,Drill,0.178979,1.7514,1.7514,non-mesozoic
1456,Two-spined Trapjaw Ant,0.178755,1.7492,1.7492,non-mesozoic
1457,Siberian Ibex,0.176750,1.7296,1.7296,non-mesozoic
1458,Vietnamese Centipede,0.176614,1.7282,1.7282,non-mesozoic
1459,Italian Wolf,0.176186,1.7241,1.7241,non-mesozoic
1460,Eurasian Otter,0.176071,1.7229,1.7229,non-mesozoic
1461,Bush Dog (pack of 3),0.175721,1.7195,1.7195,non-mesozoic
1462,Spotted-necked Otter,0.175697,1.7193,1.7193,non-mesozoic
1463,Yellow-throated Martens (3),0.173991,1.7026,1.7026,non-mesozoic
1464,American Red Fox (skulk of 2),0.173630,1.6990,1.6990,non-mesozoic
1465,Yellow Spotted False Monitor,0.171788,1.6810,1.6810,non-mesozoic
1466,Northern Luzon Giant Cloud Rat,0.169247,1.6562,1.6562,non-mesozoic
1467,Cinereous (Eurasian Black) Vulture (venue of 3),0.169101,1.6547,1.6547,non-mesozoic
1468,Boerboel,0.167914,1.6431,1.6431,non-mesozoic
1469,Goldsaddle Goatfish (school of 6),0.165559,1.6201,1.6201,non-mesozoic
1470,Emperor Penguin,0.165402,1.6185,1.6185,non-mesozoic
1471,Bonobo,0.164995,1.6145,1.6145,non-mesozoic
1472,Wolverine (boar),0.164790,1.6125,1.6125,non-mesozoic
1473,Arabian Leopardess,0.164225,1.6070,1.6070,non-mesozoic
1474,Eastern Coyotes (2),0.162060,1.5858,1.5858,non-mesozoic
1475,Blue (Grand Cayman) Iguana,0.160158,1.5672,1.5672,non-mesozoic
1476,Lappet-faced Vulture (venue of 2),0.159369,1.5595,1.5595,non-mesozoic
1477,Crested Eagle,0.158807,1.5540,1.5540,non-mesozoic
1478,Guinean Barracuda,0.155351,1.5202,1.5202,non-mesozoic
1479,Scrub (Amethystine) Python,0.154232,1.5092,1.5092,non-mesozoic
1480,Leonberger,0.153498,1.5020,1.5020,non-mesozoic
1481,Pacific Electric Ray,0.152179,1.4891,1.4891,non-mesozoic
1482,Whollydooleya tomnpatrichorum,0.152037,1.4877,1.4877,non-mesozoic
1483,Didelphodon vorax,0.149123,1.4592,1.4592,non-mesozoic
1484,Mesohippus spp.,0.148521,1.4533,1.4533,non-mesozoic
1485,Great Barracuda,0.145619,1.4249,1.4249,non-mesozoic
1486,Alaskan Malamute,0.145112,1.4200,1.4200,non-mesozoic
1487,Mule Deer,0.144172,1.4108,1.4108,non-mesozoic
1488,Thylacine,0.143656,1.4057,1.4057,non-mesozoic
1489,Common Wombat,0.142991,1.3992,1.3992,non-mesozoic
1490,Broad Stingray,0.142654,1.3959,1.3959,non-mesozoic
1491,Giant Snakeheads (breeding pair),0.140047,1.3704,1.3704,non-mesozoic
1492,East European Shepherd,0.139239,1.3625,1.3625,non-mesozoic
1493,Rocky Mountain Mule Deer,0.138211,1.3525,1.3525,non-mesozoic
1494,Anjumara (Wolf Fish),0.137248,1.3430,1.3430,non-mesozoic
1495,North Pacific Giant Octopus,0.137062,1.3412,1.3412,non-mesozoic
1496,American Pit Bull Terriers (2),0.136370,1.3344,1.3344,non-mesozoic
1497,Collared Peccary (Javelina),0.136186,1.3326,1.3326,non-mesozoic
1498,Dingo,0.135898,1.3298,1.3298,non-mesozoic
1499,African Wild Dog,0.135759,1.3285,1.3285,non-mesozoic
1500,Wild Turkey (rafter of 5),0.135473,1.3257,1.3257,non-mesozoic
1501,Eastern Wolf (female),0.134381,1.3150,1.3150,non-mesozoic
