rank,animal,power,category
1179,Baird's Beaked Whale,0.641593,non-mesozoic
1180,Alpine Mastiff,0.641021,non-mesozoic
1181,South Island Giant Moa,0.635341,non-mesozoic
1182,West Caucasian Tur,0.631898,non-mesozoic
1183,Greater Blue-ringed Octopus,0.622731,non-mesozoic
1184,Himalayan Wolf,0.622483,non-mesozoic
1185,South American (Brazilian) Tapir,0.620229,non-mesozoic
1186,Honey Badger (male),0.619957,non-mesozoic
1187,Asiatic Cheetah,0.619824,non-mesozoic
1188,African Leopardess,0.616400,non-mesozoic
1189,Wakaleo vanderleuri,0.616323,non-mesozoic
1190,Barbary Sheep,0.612600,non-mesozoic
1191,Common Tern,0.612600,non-mesozoic
1192,Megacephala virginica,0.612600,non-mesozoic
1193,Common Buzzard,0.612600,non-mesozoic
1194,Domestic Yak,0.612600,non-mesozoic
1195,Horse-leech,0.612600,non-mesozoic
1196,Kaluga Sturgeon,0.612600,non-mesozoic
1197,Mombasa Golden Starburst Tarantula,0.612600,non-mesozoic
1198,Painted Coral Snake,0.612600,non-mesozoic
1199,Torvosaurus gurneyi,0.612600,dinosaur
1200,Greater Arid-land Katydid,0.610423,non-mesozoic
1201,Diabloceratops eatoni,0.610423,dinosaur
1202,Cimarrón Uruguayo (2),0.609690,non-mesozoic
1203,Chain Pickerel,0.602059,non-mesozoic
1204,Bush Dog (pack of 4),0.599934,non-mesozoic
1205,Anatolian Shepherd Dog,0.596375,non-mesozoic
1206,House Sparrow,0.593371,non-mesozoic
1207,Pasimachus depressus,0.586077,non-mesozoic
1208,Dwarf Crocodile,0.585603,non-mesozoic
1209,Burmese Python,0.584913,non-mesozoic
1210,Sun Bear (sow),0.577306,non-mesozoic
1211,Brown Hyena (male),0.577255,non-mesozoic
1212,Dingo (pack of 2/3),0.574559,non-mesozoic
1213,Chacma Baboon (troop of 2),0.574030,non-mesozoic
1214,American Robin,0.568821,non-mesozoic
1215,Olive Baboon (troop of 4),0.568101,non-mesozoic
1216,Synthetoceras tricornatus,0.563724,non-mesozoic
1217,Northern Boa,0.561752,non-mesozoic
1218,White-tailed Deer,0.559046,non-mesozoic
1219,Malayan Tapir,0.556926,non-mesozoic
1220,Bushpig,0.555313,non-mesozoic
1221,Indian Pangolin,0.552846,non-mesozoic
1222,Spectacled (Common) Caiman,0.550496,non-mesozoic
1223,Northern Quoll,0.548420,non-mesozoic
1224,Electric Eel,0.539763,non-mesozoic
1225,Spotted Hyena (large female),0.539670,non-mesozoic
1226,Reindeer (Caribou),0.539066,non-mesozoic
1227,Cape Leopardess,0.534376,non-mesozoic
1228,Archaic Human,0.531906,non-mesozoic
1229,American Hog-nosed Skunk,0.531234,non-mesozoic
1230,Punganur Dwarf Cattle (Bull),0.531234,non-mesozoic
1231,Wallago Catfish,0.531234,non-mesozoic
1232,Beroid Comb Jelly,0.531234,non-mesozoic
1233,Chinese Goral,0.531234,non-mesozoic
1234,Giant Water Bug,0.531234,non-mesozoic
1235,Morning Sun Star,0.531234,non-mesozoic
1236,Red-headed Mouse Spider,0.531234,non-mesozoic
1237,Woodlouse Spider,0.531234,non-mesozoic
1238,Clouded Leopardess,0.531214,non-mesozoic
1239,Saint Bernard,0.530372,non-mesozoic
1240,Fisher (male),0.528994,non-mesozoic
1241,Neanderthal,0.528286,non-mesozoic
1242,Mountain Goat,0.528195,non-mesozoic
1243,Siberian Husky (3),0.524612,non-mesozoic
1244,Striped Hyena,0.521697,non-mesozoic
1245,East African Wild Dog,0.514617,non-mesozoic
1246,Caracal (female),0.514207,non-mesozoic
1247,Moros intrepidus,0.513987,dinosaur
1248,Homo floresiensis (armed with a spear),0.512185,non-mesozoic
1249,Olive Baboon (troop of 6),0.500565,non-mesozoic
1250,Dimetrodon angelensis,0.495853,non-mesozoic
1251,Orca,0.495853,non-mesozoic
1252,Baird's Tapir,0.493757,non-mesozoic
1253,Dusky Dolphin,0.491502,non-mesozoic
1254,Giant Otter Romp (4),0.485369,non-mesozoic
1255,Jagdterriers (pack of 2),0.485200,non-mesozoic
1256,Arctic Wolf,0.485198,non-mesozoic
1257,Dutch Shepherd (pack of 3),0.482415,non-mesozoic
1258,Swamp Darner,0.482283,non-mesozoic
1259,Northwestern She-wolf,0.481167,non-mesozoic
1260,West Indian Ocean Coelacanth,0.481167,non-mesozoic
1261,Flat Needlefish,0.481167,non-mesozoic
1262,Western Jackdaw,0.481167,non-mesozoic
1263,American Feral Pig,0.481119,non-mesozoic
1264,English Mastiff,0.480916,non-mesozoic
1265,Spatterdock Darner,0.480162,non-mesozoic
1266,Northern Elephant Seal (Bull),0.477875,non-mesozoic
1267,Giant Pangolin,0.477416,non-mesozoic
1268,German Shepherds (2),0.472458,non-mesozoic
1269,Bornean Orangutan,0.470048,non-mesozoic
1270,Jaekelopterus rhenaniae,0.465057,non-mesozoic
1271,Yellow Anaconda,0.463779,non-mesozoic
1272,Pleistocene Coyote,0.463660,non-mesozoic
1273,Woodward's Eagle,0.461434,non-mesozoic
1274,Bush Dog (pack of 6/7),0.459832,non-mesozoic
1275,Sphenacodon ferox,0.459459,non-mesozoic
1276,Tayras (5),0.457565,non-mesozoic
1277,American Akitas (2),0.456522,non-mesozoic
1278,Snowshoe Hare,0.452834,non-mesozoic
1279,Giant Anteater,0.452273,non-mesozoic
1280,Anachlysictis gracilis,0.441158,non-mesozoic
1281,Clouded Leopard (male),0.434483,non-mesozoic
1282,Bullmastiff,0.433723,non-mesozoic
1283,Bully Kutta,0.430385,non-mesozoic
1284,Bed Bug,0.429554,non-mesozoic
1285,Blue Whale Catfish,0.429554,non-mesozoic
1286,La Plata Dolphin (pod of 3),0.429554,non-mesozoic
1287,Red Paper Wasp,0.429554,non-mesozoic
1288,Steppe Wolf,0.421348,non-mesozoic
1289,Bush Dog (pack of 7),0.419707,non-mesozoic
1290,Human (male),0.418169,non-mesozoic
1291,Arapaima (Pirarucu),0.416738,non-mesozoic
1292,Dinopithecus ingens,0.414935,non-mesozoic
1293,Coastal Carpet Python,0.414083,non-mesozoic
1294,Borophagus diversidens,0.413998,non-mesozoic
1295,African Wild Dog (pack of 7),0.412837,non-mesozoic
1296,Central Asian Shepherd Dog (Alabai),0.412410,non-mesozoic
1297,Central European Boar,0.410801,non-mesozoic
1298,Rocky Mountain Bighorn Sheep,0.410322,non-mesozoic
1299,Saint Bernards (2),0.409410,non-mesozoic
1300,Gastornis parisiensis,0.409152,non-mesozoic
1301,Sea Otter (Romp of 2),0.409152,non-mesozoic
1302,Coelophysis bauri (pack of 3),0.409152,dinosaur
1303,Asiatic Golden Cat,0.405728,non-mesozoic
1304,Indian Python,0.404860,non-mesozoic
1305,Ostrich,0.397571,non-mesozoic
1306,Eastern Coyote (Coywolf),0.396890,non-mesozoic
1307,Brown hyena,0.396080,non-mesozoic
1308,Blacktip Shark,0.395824,non-mesozoic
1309,Dhole (Pack of 2),0.385709,non-mesozoic
1310,Lystrosaurus maccaigi,0.383218,non-mesozoic
1311,Mexican Wolf (pack of 2),0.382685,non-mesozoic
1312,Dogo Argentino,0.375462,non-mesozoic
1313,Giant Armadillo,0.375194,non-mesozoic
1314,Alano Español,0.373156,non-mesozoic
1315,Neanderthal (pack of 4),0.372390,non-mesozoic
1316,Human,0.372323,non-mesozoic
1317,Obdurodon tharalkooschild,0.368247,non-mesozoic
1318,Bush Dog (pack of 5),0.363624,non-mesozoic
1319,Egyptian Mongoose,0.355773,non-mesozoic
1320,Key Deer (Doe),0.355374,non-mesozoic
1321,Human (strong male),0.354679,non-mesozoic
1322,Alligator Gar,0.349464,non-mesozoic
1323,Marsh Deer,0.349198,non-mesozoic
1324,Coyote (pack of 2),0.348533,non-mesozoic
1325,Karelian Bear Dogs (3),0.341915,non-mesozoic
1326,Collared Peccary (Javelina) (pack of 2),0.340099,non-mesozoic
1327,Eurasian Lynx (female),0.339496,non-mesozoic
1328,Olive Python,0.338991,non-mesozoic
1329,Kalahari Cheetah,0.338790,non-mesozoic
1330,Caucasian Shepherd Dog,0.337266,non-mesozoic
1331,Ankole-Watusi,0.336839,non-mesozoic
1332,Bonelli's Eagle (female),0.335485,non-mesozoic
1333,Yacare Caiman (on land),0.334573,non-mesozoic
1334,Burr Lee Bullstag,0.333453,non-mesozoic
1335,Armbruster's Wolf,0.332371,non-mesozoic
1336,Great Danes (2),0.331850,non-mesozoic
1337,Scalloped Hammerhead,0.331575,non-mesozoic
1338,Chinese Alligator,0.331151,non-mesozoic
1339,Seawolf (Atlantic Wolffish),0.328064,non-mesozoic
1340,Steller's Sea Cow,0.327276,non-mesozoic
1341,Dinictis felina,0.327258,non-mesozoic
1342,Spiny-tailed Monitor,0.326871,non-mesozoic
1343,Bigclaw Snapping Shrimp,0.326771,non-mesozoic
1344,Eastern Wolf,0.321428,non-mesozoic
1345,Swinford Bandog,0.320494,non-mesozoic
1346,Andalgalornis steulleti,0.320487,non-mesozoic
1347,Giant Otter,0.320087,non-mesozoic
1348,Lesser Kudu,0.319386,non-mesozoic
1349,Tosa Inu,0.317099,non-mesozoic
1350,Haast's Eagle,0.314529,non-mesozoic
1351,Andean Condors (2),0.313556,non-mesozoic
1352,Stenonychosaurus inequalis,0.309961,dinosaur
1353,Neapolitan Mastiff,0.307705,non-mesozoic
1354,Alligator Snapping Turtle,0.303927,non-mesozoic
1355,Sunda Clouded Leopard,0.303888,non-mesozoic
1356,Dhole (female),0.300016,non-mesozoic
1357,Great Blue Skimmer,0.299076,non-mesozoic
1358,Rottweiler,0.298180,non-mesozoic
1359,European Rabbit,0.297657,non-mesozoic
1360,Mexican Wolf,0.297540,non-mesozoic
1361,Staffordshire Bull Terriers (3),0.294820,non-mesozoic
1362,Proterogyrinus scheeleri,0.294015,non-mesozoic
1363,Cane (Giant) Toad,0.293911,non-mesozoic
1364,Šarplaninac,0.292281,non-mesozoic
1365,Archaeoindris fontoynonti,0.291892,non-mesozoic
1366,Mountain Bluebird,0.291701,non-mesozoic
1367,Sea Otter,0.291631,non-mesozoic
1368,Aardvark,0.291441,non-mesozoic
1369,Vechur Cattle,0.290077,non-mesozoic
1370,Bush Dogs (pack 4/5),0.288891,non-mesozoic
1371,American Bulldog,0.287721,non-mesozoic
1372,Theriodictis platensis,0.287556,non-mesozoic
1373,Cheetah,0.286439,non-mesozoic
1374,Red Kangaroo,0.285898,non-mesozoic
1375,White-headed Vultures (3),0.285176,non-mesozoic
1376,Bili Ape,0.284076,non-mesozoic
1377,American Pit Bull Terriers (3),0.282779,non-mesozoic
1378,Tibetan Mastiff,0.281624,non-mesozoic
1379,New Guinea Singing Dog,0.279774,non-mesozoic
1380,Boa Constrictor,0.278144,non-mesozoic
1381,Homo erectus,0.270869,non-mesozoic
1382,Ekorus ekakeran,0.268390,non-mesozoic
1383,Ethiopian Wolf (Simian jackal) (pack of 2),0.265801,non-mesozoic
1384,Kalahari Cheetah (female),0.263551,non-mesozoic
1385,Giant Otter Romp (2),0.262753,non-mesozoic
1386,Fila Brasileiro,0.260811,non-mesozoic
1387,Protoceratops andrewsi,0.259768,dinosaur
1388,Guanaco,0.256537,non-mesozoic
1389,Clouded Leopard,0.256348,non-mesozoic
1390,Brazilian Whiteknee Tarantula,0.255880,non-mesozoic
1391,Bloodhound,0.255536,non-mesozoic
1392,Pakicetus inachus,0.253502,non-mesozoic
1393,Olive Baboon (troop of 2),0.253391,non-mesozoic
1394,Wolverine,0.252653,non-mesozoic
1395,Dhole (pack of 2),0.252217,non-mesozoic
1396,Capybara,0.247363,non-mesozoic
1397,Cane Corso,0.245526,non-mesozoic
1398,Lappet-faced Vultures (venue of 3),0.240544,non-mesozoic
1399,Pyrenean Mountain Dog,0.240507,non-mesozoic
1400,Mandrill,0.234128,non-mesozoic
1401,Wakaleo schouteni,0.233857,non-mesozoic
1402,Jagdterriers (pack of3/4),0.231605,non-mesozoic
1403,Giant Teratorn,0.230261,non-mesozoic
1404,Northern River Shark,0.229633,non-mesozoic
1405,Mackenzie Valley Wolf,0.228807,non-mesozoic
1406,Harpy Eagle (pair),0.228615,non-mesozoic
1407,Hapalops spp.,0.227941,non-mesozoic
1408,North American Beaver,0.225995,non-mesozoic
1409,Grey Wolf (female),0.225940,non-mesozoic
1410,Common Chimpanzee,0.225084,non-mesozoic
1411,Warthog (Boar),0.221432,non-mesozoic
1412,Patterdale Terriers (2),0.219679,non-mesozoic
1413,Northwestern Wolf (female),0.217023,non-mesozoic
1414,Asian Straight-tusked Elephant (herd of 3),0.216131,non-mesozoic
1415,Blacknose Shark,0.214483,non-mesozoic
1416,Rosy Wolfsnail,0.212710,non-mesozoic
1417,German Cockroach,0.211458,non-mesozoic
1418,Kangal,0.210881,non-mesozoic
1419,Spectacled Caiman,0.209115,non-mesozoic
1420,Australian Kelpie,0.203672,non-mesozoic
1421,Blue Land Crab,0.202813,non-mesozoic
1422,Egyptian Wolf,0.202683,non-mesozoic
1423,Red-tailed Boa,0.199925,non-mesozoic
1424,Southern Cassowary,0.196314,non-mesozoic
1425,Hokkaido Inu,0.196192,non-mesozoic
1426,African Crested Porcupine,0.196057,non-mesozoic
1427,Arabian Wolf,0.193349,non-mesozoic
1428,Transmontano Mastiff,0.193270,non-mesozoic
1429,Neotropical Otter,0.192579,non-mesozoic
1430,Eastern Wolf (pack of 2),0.191679,non-mesozoic
1431,Eurasian Lynx,0.189642,non-mesozoic
1432,Paranthropus robustus,0.188187,non-mesozoic
1433,Asian (Sand) Badger,0.187176,non-mesozoic
1434,Presa Canario,0.187073,non-mesozoic
1435,Wahoo,0.184546,non-mesozoic
1436,Northern Coyote,0.184238,non-mesozoic
1437,Indonesian Wild Boar,0.184036,non-mesozoic
1438,Czechoslovakian Wolfdog,0.183853,non-mesozoic
1439,Chacoan Peccary,0.180853,non-mesozoic
1440,Grey Reef Shark,0.180303,non-mesozoic
1441,North Sulawesi Babirusa,0.180014,non-mesozoic
1442,Australian Blacktip Shark,0.179246,non-mesozoic
1443,Giant Fossa,0.179000,non-mesozoic
1444,Drill,0.178979,non-mesozoic
1445,Two-spined Trapjaw Ant,0.178755,non-mesozoic
1446,Siberian Ibex,0.176750,non-mesozoic
1447,Vietnamese Centipede,0.176614,non-mesozoic
1448,Italian Wolf,0.176186,non-mesozoic
1449,Eurasian Otter,0.176071,non-mesozoic
1450,Bush Dog (pack of 3),0.175721,non-mesozoic
1451,Spotted-necked Otter,0.175697,non-mesozoic
1452,Yellow-throated Martens (3),0.173991,non-mesozoic
1453,American Red Fox (skulk of 2),0.173630,non-mesozoic
1454,Yellow Spotted False Monitor,0.171788,non-mesozoic
1455,Northern Luzon Giant Cloud Rat,0.169247,non-mesozoic
1456,Cinereous (Eurasian Black) Vulture (venue of 3),0.169101,non-mesozoic
1457,Boerboel,0.167914,non-mesozoic
1458,Goldsaddle Goatfish (school of 6),0.165559,non-mesozoic
1459,Emperor Penguin,0.165402,non-mesozoic
1460,Bonobo,0.164995,non-mesozoic
1461,Wolverine (boar),0.164790,non-mesozoic
1462,Arabian Leopardess,0.164225,non-mesozoic
1463,Eastern Coyotes (2),0.162060,non-mesozoic
1464,Blue (Grand Cayman) Iguana,0.160158,non-mesozoic
1465,Lappet-faced Vulture (venue of 2),0.159369,non-mesozoic
1466,Crested Eagle,0.158807,non-mesozoic
1467,Guinean Barracuda,0.155351,non-mesozoic
1468,Scrub (Amethystine) Python,0.154232,non-mesozoic
1469,Leonberger,0.153498,non-mesozoic
1470,Pacific Electric Ray,0.152179,non-mesozoic
1471,Whollydooleya tomnpatrichorum,0.152037,non-mesozoic
1472,Didelphodon vorax,0.149123,non-mesozoic
1473,Mesohippus spp.,0.148521,non-mesozoic
1474,Great Barracuda,0.145619,non-mesozoic
1475,Alaskan Malamute,0.145112,non-mesozoic
1476,Mule Deer,0.144172,non-mesozoic
1477,Thylacine,0.143656,non-mesozoic
1478,Common Wombat,0.142991,non-mesozoic
1479,Broad Stingray,0.142654,non-mesozoic
1480,Giant Snakeheads (breeding pair),0.140047,non-mesozoic
1481,East European Shepherd,0.139239,non-mesozoic
1482,Rocky Mountain Mule Deer,0.138211,non-mesozoic
1483,Anjumara (Wolf Fish),0.137248,non-mesozoic
1484,North Pacific Giant Octopus,0.137062,non-mesozoic
1485,American Pit Bull Terriers (2),0.136370,non-mesozoic
1486,Collared Peccary (Javelina),0.136186,non-mesozoic
1487,Dingo,0.135898,non-mesozoic
1488,African Wild Dog,0.135759,non-mesozoic
1489,Wild Turkey (rafter of 5),0.135473,non-mesozoic
1490,Eastern Wolf (female),0.134381,non-mesozoic
1491,Roadside Hawk,0.132925,non-mesozoic
1492,German Shepherd,0.132377,non-mesozoic
1493,Muskellunge,0.131223,non-mesozoic
1494,Southern African Wildcat,0.129681,non-mesozoic
1495,Rhodesian Ridgeback,0.128836,non-mesozoic
1496,Chinese Giant Salamander,0.127903,non-mesozoic
1497,English Bull Terrier,0.127575,non-mesozoic
1498,Golden Eagle (aerie of 2),0.127443,non-mesozoic
1499,White-lipped Peccary,0.126790,non-mesozoic
1500,Boxer,0.126440,non-mesozoic
1501,Akita Inu,0.125155,non-mesozoic
1502,Bull Arab,0.123202,non-mesozoic
1503,Dhole,0.122212,non-mesozoic
1504,Cape Bushbuck (Imbabala),0.120972,non-mesozoic
1505,Smooth-fronted Caiman,0.120779,non-mesozoic
1506,Tiktaalik roseae,0.119886,non-mesozoic
1507,Bush Dog (pack of 2),0.119821,non-mesozoic
1508,Staffordshire Bull Terrier,0.119059,non-mesozoic
1509,Hamadryas Baboon,0.118493,non-mesozoic
1510,Belgian Malinois,0.117579,non-mesozoic
1511,Papuan Python,0.117260,non-mesozoic
1512,Ocelot,0.114728,non-mesozoic
1513,European Dhole,0.114028,non-mesozoic
1514,Lappet-faced Vultures (venue of 2/3),0.113920,non-mesozoic
1515,Eurasian Badger,0.112419,non-mesozoic
1516,Hyacinth Macaw,0.112132,non-mesozoic
1517,American Pitbull Terrier,0.111993,non-mesozoic
1518,King Cobra,0.111515,non-mesozoic
1519,Australopithecus africanus,0.111240,non-mesozoic
1520,American Staffordshire Terrier (Amstaff),0.110602,non-mesozoic
1521,Bonobo (Pygmy Chimpanzee),0.110582,non-mesozoic
1522,Greyhound,0.110182,non-mesozoic
1523,Chacma Baboon,0.109873,non-mesozoic
1524,Colossus Penguin,0.109492,non-mesozoic
1525,Ornithomimus edmontonicus,0.109033,dinosaur
1526,American Pit Bull Terrier,0.108742,non-mesozoic
1527,Ocelot (male),0.108439,non-mesozoic
1528,Human (female),0.108347,non-mesozoic
1529,Olive Baboon,0.108135,non-mesozoic
1530,Velociraptor mongoliensis,0.106927,dinosaur
1531,Wolverine (female),0.106913,non-mesozoic
1532,Honey Badger,0.105525,non-mesozoic
1533,Indian Wolf,0.105465,non-mesozoic
1534,Eastern Coyote,0.104646,non-mesozoic
1535,Bigeye Thresher Shark,0.103966,non-mesozoic
1536,Honey Badger (sow),0.103181,non-mesozoic
1537,Dromaeosaurus albertensis,0.101615,dinosaur
1538,African Golden Cat,0.100624,non-mesozoic
1539,Caspian Seal,0.099920,non-mesozoic
1540,Canadian Lynx,0.099763,non-mesozoic
1541,Whitetip Reef Shark,0.098259,non-mesozoic
1542,Asian Golden Cat,0.097978,non-mesozoic
1543,Patagornis marshi,0.097190,non-mesozoic
1544,Impala,0.097058,non-mesozoic
1545,Caracal,0.096210,non-mesozoic
1546,Fishing Cat,0.095256,non-mesozoic
1547,Common Collared Lizard,0.094752,non-mesozoic
1548,Central Bearded Dragon,0.094666,non-mesozoic
1549,Gull Dong,0.094561,non-mesozoic
1550,Gelada,0.094205,non-mesozoic
1551,Pteranodon longiceps,0.093924,mesozoic-other
1552,Kea,0.093727,non-mesozoic
1553,Perentie,0.093613,non-mesozoic
1554,Clouded Shepherd,0.092835,non-mesozoic
1555,Harpy Eagle,0.092676,non-mesozoic
1556,Dwarf Cassowary,0.092162,non-mesozoic
1557,Red Wolf,0.091413,non-mesozoic
1558,African Brush-tailed Porcupine,0.089863,non-mesozoic
1559,Mexican Coyote,0.088788,non-mesozoic
1560,Golden Dorado,0.088382,non-mesozoic
1561,Giant Moray,0.088025,non-mesozoic
1562,Guinea Baboon,0.087729,non-mesozoic
1563,Sand (Gould's) Goanna,0.087594,non-mesozoic
1564,Asian Water Monitor,0.087390,non-mesozoic
1565,Indonesian Wild Boar (Banded Pig),0.087372,non-mesozoic
1566,Maned Wolf (coalition of 2),0.086367,non-mesozoic
1567,Iberian Lynx,0.085643,non-mesozoic
1568,Red-Bellied Piranha (school of 8-10),0.085118,non-mesozoic
1569,Paranthropus boisei,0.084990,non-mesozoic
1570,Australian Cattle Dog (Blue or Red Heeler),0.084952,non-mesozoic
1571,Malagasy Crowned Eagle,0.084913,non-mesozoic
1572,Pulmonoscorpius kirktonensis,0.084675,non-mesozoic
1573,Lappet-faced Vultures (venue of 4),0.084613,non-mesozoic
1574,Carpet Python,0.084436,non-mesozoic
1575,Nile Monitor (Leguan),0.084371,non-mesozoic
1576,Asian Giant Hornets (2),0.083951,non-mesozoic
1577,Cuvier's Dwarf Caiman,0.083805,non-mesozoic
1578,Galápagos Islands Feral Dog,0.082925,non-mesozoic
1579,Merriam's Teratorn,0.082018,non-mesozoic
1580,Cape Grey Mongoose,0.081183,non-mesozoic
1581,Ivory-billed Woodpecker,0.080365,non-mesozoic
1582,Australian Staghound,0.080330,non-mesozoic
1583,(Eastern) Dire Wolf,0.080320,non-mesozoic
1584,Colombian White-faced Capuchin (group of 5),0.079832,non-mesozoic
1585,Bobcat,0.079785,non-mesozoic
1586,Meadow Vole,0.079146,non-mesozoic
1587,Alexander Archipelago Wolf,0.078858,non-mesozoic
1588,Common Snapping Turtle,0.078663,non-mesozoic
1589,Fawn Antechinus,0.078277,non-mesozoic
1590,Water Monitor,0.078091,non-mesozoic
1591,Tasmanian Giant Crab,0.077789,non-mesozoic
1592,Giant Swan,0.077500,non-mesozoic
1593,Ring-necked Cobra (Rinkhal),0.077123,non-mesozoic
1594,Citipati osmolskae,0.076920,dinosaur
1595,Angolan White-throated Monitor,0.076702,non-mesozoic
1596,Arthropleura armata,0.076625,non-mesozoic
1597,Green Moray (Eel),0.076064,non-mesozoic
1598,Doberman Pinscher,0.075592,non-mesozoic
1599,Irish Wolfhound,0.075177,non-mesozoic
1600,Airedale Terriers (2),0.075047,non-mesozoic
1601,Red-legged Seriema (Crested Cariama),0.074871,non-mesozoic
1602,Machaeroides eothen,0.073888,non-mesozoic
1603,Coyote,0.073745,non-mesozoic
1604,Repenomamus giganticus,0.073528,non-mesozoic
1605,Argus Monitor,0.072789,non-mesozoic
1606,Black-thighed Falconet,0.072549,non-mesozoic
1607,Labrador Retriever,0.071905,non-mesozoic
1608,Harris's Hawk (pair of 2),0.071865,non-mesozoic
1609,American Lobster,0.071633,non-mesozoic
1610,Chital,0.071181,non-mesozoic
1611,Forest Cobra,0.071006,non-mesozoic
1612,Red-headed Vultures (2),0.070187,non-mesozoic
1613,Crocodile Monitor,0.069901,non-mesozoic
1614,Nomura's Jellyfish,0.069775,non-mesozoic
1615,Velociraptor mongoliensis (pack of 2),0.069265,dinosaur
1616,Airedale Terrier,0.067355,non-mesozoic
1617,Eurasian Eagle-owl,0.067268,non-mesozoic
1618,Brongersma's Short-tailed Python,0.066834,non-mesozoic
1619,Northern Blue-tongued Skink,0.066782,non-mesozoic
1620,American Badger,0.066517,non-mesozoic
1621,Jumbo (or Humboldt) Squid,0.066088,non-mesozoic
1622,Black-backed Jackal (females) (pack of 2),0.065638,non-mesozoic
1623,Yellow Baboon,0.065577,non-mesozoic
1624,Great Grey Owl,0.065433,non-mesozoic
1625,Arabian Red Fox,0.064700,non-mesozoic
1626,Asian Giant Hornets (4 - 5),0.064242,non-mesozoic
1627,Deerhound,0.063966,non-mesozoic
1628,Homo floresiensis (Armed with club),0.063880,non-mesozoic
1629,Gull Terrier,0.061524,non-mesozoic
1630,American Akita,0.061481,non-mesozoic
1631,Blacktip Reef Shark,0.061044,non-mesozoic
1632,Knight Anole,0.060661,non-mesozoic
1633,Great Nicobar Serpent Eagle,0.060626,non-mesozoic
1634,European (Eurasian) Otter,0.060511,non-mesozoic
1635,Ocelot (female),0.060077,non-mesozoic
1636,Tasmanian Devil,0.059904,non-mesozoic
1637,North American River Otter,0.059671,non-mesozoic
1638,Cimarrón Uruguayo,0.059464,non-mesozoic
1639,Ethiopian Wolf (Simian jackal),0.059433,non-mesozoic
1640,Spur-winged Goose,0.059289,non-mesozoic
1641,Vulturine Guineafowl,0.059073,non-mesozoic
1642,Binturong (Asian Bearcat),0.058495,non-mesozoic
1643,Maned Wolf,0.057360,non-mesozoic
1644,Elongate Tigerfish,0.057137,non-mesozoic
1645,Black-headed Python,0.056605,non-mesozoic
1646,Pygmy Python,0.056542,non-mesozoic
1647,Gaboon Viper,0.056083,non-mesozoic
1648,Montane Solitary Eagle,0.055964,non-mesozoic
1649,African Fish Eagle,0.055947,non-mesozoic
1650,Bonobo (Pygmy Chimpanzee) (female),0.054829,non-mesozoic
1651,Fallow Deer,0.053814,non-mesozoic
1652,Gila Monster,0.053675,non-mesozoic
1653,Indian Hog Deer,0.053601,non-mesozoic
1654,Palm-nut Vulture,0.053400,non-mesozoic
1655,Serval (female),0.053250,non-mesozoic
1656,Carrion Crow,0.053194,non-mesozoic
1657,Golden Eagle,0.052508,non-mesozoic
1658,Harris's Hawk (group of 3),0.052460,non-mesozoic
1659,Small-spotted Catshark,0.051751,non-mesozoic
1660,Blue Crab,0.050569,non-mesozoic
1661,Least Weasel,0.050550,non-mesozoic
1662,Lycaenops ornatus,0.050502,non-mesozoic
1663,European Conger,0.050453,non-mesozoic
1664,Andean Condor,0.050076,non-mesozoic
1665,Indian Wolf Snake,0.049990,non-mesozoic
1666,Bobcat (female),0.049466,non-mesozoic
1667,African Golden Wolf,0.049460,non-mesozoic
1668,Maned Wolf (coalition of 3),0.049309,non-mesozoic
1669,Brown (Norway) Rat (mischief of 3),0.049272,non-mesozoic
1670,Rock Monitor,0.048764,non-mesozoic
1671,Brown Hare,0.048713,non-mesozoic
1672,California Sheep Head,0.048202,non-mesozoic
1673,Philippine Eagle,0.048090,non-mesozoic
1674,Black-and-chestnut Eagle,0.048057,non-mesozoic
1675,Robust Clubhook Squid,0.047837,non-mesozoic
1676,Greater Rhea,0.047547,non-mesozoic
1677,Boryaena tuberata,0.047293,non-mesozoic
1678,Hooded Crow,0.047203,non-mesozoic
1679,Tokay Gecko,0.047032,non-mesozoic
1680,Common Dwarf Mongoose,0.046740,non-mesozoic
1681,Amur Leopard Cat,0.046689,non-mesozoic
1682,Norwegian Forest Cat,0.046029,non-mesozoic
1683,Jaguarundi,0.044788,non-mesozoic
1684,Marine Iguana,0.044240,non-mesozoic
1685,Golden Jackal,0.044139,non-mesozoic
1686,European Pine Marten,0.044137,non-mesozoic
1687,American Bully,0.043755,non-mesozoic
1688,Fossa,0.042919,non-mesozoic
1689,Cubera Snapper,0.042792,non-mesozoic
1690,Sand Cat,0.042365,non-mesozoic
1691,Borhyaena tuberata,0.041842,non-mesozoic
1692,South American Bushmaster,0.041766,non-mesozoic
1693,African Savanna Hare,0.041744,non-mesozoic
1694,Lappet-faced Vulture,0.041389,non-mesozoic
1695,Amblycheila cylindriformis,0.041249,non-mesozoic
1696,African Wildcat,0.040657,non-mesozoic
1697,Stoat (Short-tailed Weasel),0.040477,non-mesozoic
1698,Psittacosaurus lujiatunensis,0.040425,dinosaur
1699,Sable,0.040409,non-mesozoic
1700,Borzoi,0.039993,non-mesozoic
1701,Amazonian Giant (Peruvian Giant Yellowleg) Centipede,0.039933,non-mesozoic
1702,Indian Peafowl,0.039798,non-mesozoic
1703,Yellow-throated Martens (2),0.039641,non-mesozoic
1704,Asian Golden Eagle (Berkut),0.039611,non-mesozoic
